Depths,CAL,GR,SP,LLD,LLS,AC,DEN,Liths
1220.0,8.742,64.518,99.85,0.118,0.1,56.52,2.136,Фрбв
1220.125,8.741,64.02,100.237,0.112,0.1,56.58,2.13,Фрбв
1220.25,8.739,63.262,99.721,0.11,0.1,56.682,2.123,Фрбв
1220.375,8.737,62.063,98.981,0.115,0.1,56.552,2.122,Фрбв
1220.5,8.736,60.274,98.279,0.123,0.1,56.145,2.132,Фрбв
1220.625,8.737,58.069,97.767,0.124,0.1,55.747,2.147,Фрбв
1220.75,8.738,56.615,97.676,0.119,0.1,55.619,2.154,Фрбв
1220.875,8.739,56.804,98.188,0.113,0.1,55.805,2.151,Фрбв
1221.0,8.74,58.665,98.943,0.109,0.1,56.344,2.14,Фрбв
1221.125,8.741,61.1,98.982,0.105,0.1,56.704,2.131,Фрбв
1221.25,8.741,63.172,97.836,0.111,0.1,56.575,2.127,Фрбв
1221.375,8.742,63.854,96.021,0.138,0.1,56.302,2.127,Фрбв
1221.5,8.742,63.911,94.36,0.172,0.1,55.93,2.123,Фрбв
1221.625,8.741,64.743,93.122,0.187,0.1,55.325,2.105,Фрбв
1221.75,8.741,66.384,92.284,0.171,0.1,55.006,2.069,Фрбв
1221.875,8.74,67.168,91.84,0.142,0.1,55.134,2.022,Фрбв
1222.0,8.74,65.965,91.737,0.117,0.1,55.27,1.975,Фрбв
1222.125,8.739,64.47,91.829,0.103,0.1,55.232,1.936,Фрбв
1222.25,8.738,64.138,92.098,0.099,0.1,55.16,1.905,Фрбв
1222.375,8.737,64.902,92.391,0.104,0.1,55.025,1.882,Фрбв
1222.5,8.736,65.644,92.235,0.121,0.1,54.848,1.864,Фрбв
1222.625,8.736,65.7,91.309,0.146,0.1,54.757,1.85,Фрбв
1222.75,8.737,64.615,89.642,0.168,0.1,54.812,1.844,Фрбв
1222.875,8.738,63.561,87.5,0.182,0.1,55.011,1.843,Фрбв
1223.0,8.74,63.501,84.918,0.182,0.1,55.363,1.846,Фрбв
1223.125,8.741,64.068,82.234,0.166,0.1,55.674,1.855,Фрбв
1223.25,8.742,64.575,80.109,0.143,0.1,55.775,1.87,Фрбв
1223.375,8.742,64.482,79.254,0.123,0.1,55.629,1.886,Фрбв
1223.5,8.742,64.41,79.719,0.115,0.1,55.333,1.894,Фрбв
1223.625,8.742,64.906,80.89,0.114,0.1,55.071,1.896,Фрбв
1223.75,8.742,65.493,81.974,0.115,0.1,55.006,1.894,Фрбв
1223.875,8.742,65.744,82.429,0.119,0.1,55.033,1.896,Фрбв
1224.0,8.741,65.759,82.242,0.126,0.1,55.071,1.902,Фрбв
1224.125,8.74,65.276,81.645,0.124,0.1,55.083,1.909,Фрбв
