Depths,CAL,GR,SP,LLD,LLS,AC,DEN,Liths
1234.25,9.474,101.515,42.87,2.14,2.256,376.193,2.41,Фрбв
1234.375,9.448,102.06,42.753,2.205,2.365,375.482,2.417,Фрбв
1234.5,9.444,100.599,42.692,2.207,2.354,376.026,2.383,Фрбв
1234.625,9.454,99.96,42.564,2.206,2.348,377.221,2.372,Фрбв
1234.75,9.431,101.816,42.478,2.197,2.358,380.432,2.36,Фрбв
1234.875,9.365,103.833,42.465,2.132,2.306,380.572,2.362,Фрбв
1235.0,9.271,102.594,42.456,2.103,2.279,374.153,2.396,Фрбв
1235.125,9.103,98.928,42.492,2.16,2.23,368.78,2.399,Фрбв
1235.25,9.06,97.638,42.517,2.215,2.365,364.898,2.366,Фрбв
1235.375,9.031,100.445,42.579,2.32,2.545,357.344,2.36,Фрбв
1235.5,9.006,103.785,42.591,2.424,2.579,360.007,2.346,Фрбв
1235.625,8.954,104.832,42.552,2.401,2.592,362.793,2.358,Фрбв
1235.75,8.941,103.732,42.522,2.402,2.557,362.602,2.38,Фрбв
1235.875,8.938,103.212,42.425,2.421,2.54,362.478,2.384,Фрбв
1236.0,8.943,103.941,42.364,2.341,2.514,362.361,2.415,Фрбв
1236.125,8.95,105.083,42.394,2.361,2.567,362.246,2.454,Фрбв
1236.25,8.947,105.563,42.421,2.403,2.598,361.973,2.416,Фрбв
1236.375,8.943,105.314,42.46,2.446,2.664,361.408,2.385,Фрбв
1236.5,8.947,105.796,42.474,2.459,2.659,364.072,2.445,Фрбв
1236.625,8.948,107.036,42.421,2.52,2.642,361.82,2.466,Фрбв
1236.75,8.941,108.087,42.351,2.658,2.704,356.733,2.433,Фрбв
1236.875,8.937,108.126,42.262,2.673,2.8,359.033,2.411,Фрбв
1237.0,8.937,106.9,42.231,2.617,2.772,360.138,2.422,Фрбв
1237.125,8.928,104.036,42.267,2.621,2.678,362.224,2.442,Фрбв
1237.25,8.906,99.817,42.333,2.584,2.688,363.351,2.48,Фрбв
1237.375,8.888,95.769,42.485,2.558,2.605,360.592,2.475,Фрбв
1237.5,8.877,94.351,42.552,2.589,2.673,354.261,2.399,Фрбв
1237.625,8.872,96.235,42.508,2.608,2.724,347.769,2.35,Фрбв
1237.75,8.869,99.372,42.425,2.751,2.895,341.172,2.367,КЌНщаЮГцФрбв
1237.875,8.868,99.436,42.343,3.089,3.204,336.908,2.412,КЌНщаЮГцФрбв
1238.0,8.87,95.258,42.207,3.349,3.492,340.133,2.407,КЌНщаЮГцФрбв
1238.125,8.87,90.273,42.164,3.503,3.602,343.456,2.394,КЌНщаЮГцФрбв
1238.25,8.862,88.496,42.19,3.502,3.659,345.105,2.414,КЌНщаЮГцФрбв
1238.375,8.853,91.141,42.175,3.431,3.515,346.112,2.439,КЌНщаЮГцФрбв
1238.5,8.843,95.131,42.283,3.131,3.248,350.686,2.469,КЌНщаЮГцФрбв
1238.625,8.84,97.873,42.395,2.922,3.082,353.823,2.507,КЌНщаЮГцФрбв
1238.75,8.844,98.911,42.46,2.912,3.088,354.295,2.543,КЌНщаЮГцФрбв
1238.875,8.848,98.343,42.53,2.956,3.047,357.042,2.484,КЌНщаЮГцФрбв
1239.0,8.851,96.991,42.516,2.978,3.049,361.248,2.427,КЌНщаЮГцФрбв
1239.125,8.849,96.758,42.479,3.018,3.092,366.36,2.419,КЌНщаЮГцФрбв
1239.25,8.854,98.139,42.457,3.005,3.096,364.212,2.416,КЌНщаЮГцФрбв
1239.375,8.865,99.665,42.508,2.965,2.947,365.521,2.4,КЌНщаЮГцФрбв
1239.5,8.879,100.329,42.638,2.802,2.857,366.316,2.392,Фрбв
1239.625,8.893,100.384,42.749,2.678,2.785,367.113,2.397,Фрбв
1239.75,8.893,100.017,42.898,2.538,2.672,367.748,2.401,Фрбв
1239.875,8.892,98.452,43.017,2.429,2.554,367.35,2.397,Фрбв
1240.0,8.896,95.712,43.101,2.502,2.547,366.706,2.396,Фрбв
1240.125,8.917,93.393,43.138,2.606,2.614,364.396,2.398,Фрбв
1240.25,8.925,92.386,43.093,2.747,2.769,358.939,2.408,Фрбв
1240.375,8.922,92.212,43.078,2.91,3.003,353.247,2.415,Фрбв
1240.5,8.908,92.619,42.996,3.134,3.249,347.571,2.419,Фрбв
1240.625,8.874,93.027,42.948,3.434,3.536,341.91,2.414,КЌНщаЮГцФрбв
1240.75,8.868,92.687,42.913,3.81,3.877,335.465,2.399,КЌНщаЮГцФрбв
1240.875,8.868,91.168,42.694,4.089,4.23,332.261,2.384,КЌНщаЮГцФрбв
1241.0,8.87,88.209,42.521,4.265,4.377,330.37,2.392,КЌНщаЮГцФрбв
1241.125,8.864,85.071,42.379,4.405,4.422,329.141,2.392,КЌНщаЮГцФрбв
1241.25,8.859,83.127,42.285,4.35,4.425,332.614,2.393,КЌНщаЮГцФрбв
1241.375,8.856,82.913,42.398,4.124,4.231,338.301,2.421,КЌНщаЮГцФрбв
1241.5,8.86,85.366,42.57,3.825,3.928,343.725,2.443,КЌНщаЮГцФрбв
1241.625,8.872,89.227,42.765,3.732,3.782,342.265,2.432,КЌНщаЮГцФрбв
1241.75,8.872,91.736,42.875,3.797,3.765,340.876,2.403,КЌНщаЮГцФрбв
1241.875,8.866,91.676,42.927,3.92,3.827,341.39,2.388,КЌНщаЮГцФрбв
1242.0,8.86,89.663,42.839,3.975,3.955,341.243,2.386,КЌНщаЮГцФрбв
1242.125,8.862,87.681,42.729,4.061,4.036,341.349,2.393,КЌНщаЮГцФрбв
1242.25,8.871,87.22,42.732,4.048,3.99,342.571,2.393,КЌНщаЮГцФрбв
1242.375,8.879,88.011,42.784,3.907,3.826,347.128,2.397,КЌНщаЮГцФрбв
1242.5,8.882,89.747,42.939,3.749,3.704,349.992,2.416,КЌНщаЮГцФрбв
1242.625,8.875,91.067,43.059,3.716,3.728,344.178,2.434,КЌНщаЮГцФрбв
1242.75,8.875,92.135,43.09,3.714,3.731,339.841,2.455,КЌНщаЮГцФрбв
1242.875,8.881,93.029,43.048,3.826,3.849,340.093,2.451,КЌНщаЮГцФрбв
1243.0,8.891,90.795,42.923,3.938,3.98,340.593,2.427,КЌНщаЮГцФрбв
1243.125,8.906,86.552,42.791,4.006,4.098,340.267,2.402,КЌНщаЮГцФрбв
1243.25,8.91,84.105,42.676,3.998,4.079,338.662,2.383,КЌНщаЮГцФрбв
1243.375,8.912,85.05,42.572,3.909,3.988,337.511,2.373,КЌНщаЮГцФрбв
1243.5,8.912,87.515,42.563,3.906,4.011,337.382,2.397,КЌНщаЮГцФрбв
1243.625,8.915,88.402,42.587,3.762,3.887,339.407,2.415,КЌНщаЮГцФрбв
1243.75,8.914,88.571,42.543,3.484,3.741,344.353,2.402,КЌНщаЮГцФрбв
1243.875,8.909,90.921,42.645,3.295,3.516,345.415,2.393,КЌНщаЮГцФрбв
1244.0,8.898,94.691,42.688,3.205,3.397,347.057,2.404,КЌНщаЮГцФрбв
1244.125,8.872,98.037,42.634,3.266,3.489,344.701,2.416,КЌНщаЮГцФрбв
1244.25,8.865,99.66,42.643,3.4,3.615,348.845,2.427,КЌНщаЮГцФрбв
1244.375,8.864,100.743,42.704,3.474,3.714,353.893,2.453,КЌНщаЮГцФрбв
1244.5,8.867,102.709,42.671,3.397,3.628,358.008,2.453,Фрбв
1244.625,8.867,104.962,42.758,3.174,3.305,361.444,2.439,Фрбв
1244.75,8.862,106.463,42.901,2.817,2.948,364.651,2.448,Фрбв
1244.875,8.855,106.301,42.944,2.653,2.823,361.568,2.462,Фрбв
1245.0,8.852,104.915,42.977,2.659,2.871,355.849,2.468,Фрбв
1245.125,8.858,102.529,42.98,2.721,2.984,350.181,2.433,Фрбв
1245.25,8.862,98.558,42.86,2.865,3.115,346.622,2.397,Фрбв
1245.375,8.862,92.908,42.702,3.173,3.378,343.424,2.377,Фрбв
1245.5,8.859,87.952,42.565,3.457,3.631,339.961,2.368,Фрбв
1245.625,8.853,84.945,42.466,3.643,3.952,337.322,2.368,КЌНщаЮГцФрбв
1245.75,8.855,83.951,42.398,3.885,4.288,334.933,2.376,КЌНщаЮГцФрбв
1245.875,8.858,84.52,42.383,4.223,4.608,332.838,2.388,КЌНщаЮГцФрбв
1246.0,8.86,86.341,42.417,4.502,4.879,333.021,2.394,КЌНщаЮГцФрбв
1246.125,8.853,89.924,42.461,4.536,4.969,336.31,2.416,КЌНщаЮГцФрбв
1246.25,8.851,92.825,42.501,4.228,4.83,340.627,2.423,КЌНщаЮГцФрбв
1246.375,8.854,91.956,42.564,4.017,4.535,346.178,2.411,КЌНщаЮГцФрбв
1246.5,8.862,88.716,42.635,4.037,4.472,348.945,2.401,КЌНщаЮГцФрбв
1246.625,8.879,86.968,42.674,3.953,4.451,352.897,2.378,КЌНщаЮГцФрбв
1246.75,8.879,88.255,42.795,3.857,4.32,357.465,2.365,КЌНщаЮГцФрбв
1246.875,8.875,90.62,42.829,4.184,4.659,354.885,2.379,КЌНщаЮГцФрбв
1247.0,8.87,90.981,42.851,4.646,5.106,351.121,2.417,КЌНщаЮГцФрбв
1247.125,8.859,88.94,42.763,4.841,5.327,351.273,2.407,КЌНщаЮГцФрбв
1247.25,8.858,87.122,42.571,5.18,5.739,351.255,2.368,КЌНщаЮГцФрбв
1247.375,9.193,120.88,44.044,4.488,5.254,375.343,2.304,Фрбв
1247.5,9.212,115.528,44.253,3.312,3.934,384.134,2.409,Фрбв
1247.625,9.231,109.144,44.469,2.742,3.334,384.722,2.432,Фрбв
1247.75,9.256,103.267,44.657,2.667,3.269,384.509,2.355,Фрбв
1247.875,9.366,99.783,44.752,2.785,3.444,382.196,2.323,Фрбв
1248.0,9.344,99.999,44.709,3.019,3.683,385.313,2.305,Фрбв
1248.125,9.296,104.843,44.611,3.442,4.25,392.686,2.276,КЌНщаЮГцФрбв
1248.25,9.215,112.045,44.46,3.816,4.812,383.475,2.276,КЌНщаЮГцФрбв
1248.375,9.227,118.478,44.378,3.948,4.928,396.634,2.278,КЌНщаЮГцФрбв
1248.5,9.276,122.969,44.387,3.943,4.885,410.213,2.268,КЌНщаЮГцФрбв
1248.625,9.278,125.997,44.404,3.874,4.729,412.447,2.258,КЌНщаЮГцФрбв
1248.75,9.174,126.991,44.509,3.992,4.67,417.825,2.29,КЌНщаЮГцФрбв
1248.875,9.01,123.672,44.568,4.095,4.708,429.633,2.354,КЌНщаЮГцФрбв
1249.0,9.057,117.625,44.531,3.932,4.466,430.904,2.373,КЌНщаЮГцФрбв
1249.125,9.199,112.416,44.524,3.616,4.124,431.509,2.328,Фрбв
1249.25,9.304,110.592,44.539,3.281,3.621,433.708,2.215,Фрбв
1249.375,9.304,111.38,44.608,2.914,3.135,439.164,2.141,Фрбв
1249.5,9.275,112.441,44.74,2.636,2.843,419.358,2.121,Фрбв
1249.625,9.271,111.638,44.839,2.604,2.768,397.568,2.155,Фрбв
1249.75,9.271,109.293,44.942,2.729,2.928,376.229,2.233,Фрбв
1249.875,9.164,107.542,44.958,3.032,3.298,358.373,2.26,Фрбв
1250.0,9.096,107.83,44.94,3.416,3.732,344.991,2.236,КЌНщаЮГцФрбв
1250.125,9.068,110.917,44.897,3.61,3.956,340.964,2.246,КЌНщаЮГцФрбв
1250.25,9.109,115.879,44.842,3.608,3.934,333.274,2.28,КЌНщаЮГцФрбв
1250.375,9.107,119.484,44.769,3.934,4.098,324.438,2.282,КЌНщаЮГцФрбв
1250.5,9.058,119.799,44.773,4.347,4.509,315.319,2.333,КЌНщаЮГцФрбв
1250.625,9.0,117.614,44.758,4.186,4.497,321.721,2.423,КЌНщаЮГцФрбв
1250.75,9.01,115.14,44.769,3.961,4.312,333.884,2.449,КЌНщаЮГцФрбв
1250.875,9.128,114.425,44.812,3.682,3.938,347.224,2.425,Фрбв
1251.0,9.223,116.422,44.87,3.274,3.384,360.696,2.425,Фрбв
1251.125,9.292,119.526,44.927,2.922,3.0,372.48,2.463,Фрбв
1251.25,9.334,120.362,44.972,2.804,2.836,379.785,2.466,Фрбв
1251.375,9.292,118.578,45.001,2.772,2.806,384.156,2.47,Фрбв
1251.5,9.27,116.404,44.935,2.775,2.817,378.069,2.475,Фрбв
1251.625,9.294,116.26,44.89,2.742,2.774,383.564,2.386,Фрбв
1251.75,9.334,118.695,44.882,2.732,2.747,394.086,2.337,Фрбв
1251.875,9.364,123.224,44.868,2.763,2.713,387.527,2.371,Фрбв
1252.0,9.342,127.107,44.882,2.742,2.738,383.774,2.368,Фрбв
1252.125,9.357,127.069,44.872,2.772,2.81,377.926,2.374,Фрбв
1252.25,9.391,123.22,44.804,2.833,2.851,377.396,2.34,Фрбв
1252.375,9.464,118.049,44.757,2.809,2.892,373.066,2.292,Фрбв
1252.5,9.463,113.839,44.709,2.811,2.963,359.141,2.302,Фрбв
1252.625,9.41,111.589,44.712,3.281,3.263,342.124,2.322,КЌНщаЮГцФрбв
1252.75,9.34,110.733,44.708,4.015,4.028,321.203,2.321,КЌНщаЮГцФрбв
1252.875,9.234,110.608,44.736,4.544,4.722,301.564,2.31,КЌНщаЮГцФрбв
1253.0,9.234,110.591,44.758,4.87,5.03,302.166,2.33,КЌНщаЮГцФрбв
1253.125,9.246,110.337,44.787,5.029,5.095,306.322,2.36,КЌНщаЮГцФрбв
1253.25,9.26,110.259,44.794,4.455,4.484,320.968,2.403,Фрбв
1253.375,9.293,111.423,44.776,3.532,3.614,345.283,2.446,Фрбв
1253.5,9.295,113.437,44.702,3.064,3.149,361.336,2.501,Фрбв
1253.625,9.291,113.405,44.611,3.081,3.155,369.812,2.528,Фрбв
1253.75,9.282,110.284,44.627,3.154,3.236,378.535,2.48,Фрбв
1253.875,9.259,107.688,44.638,3.329,3.322,393.412,2.469,Фрбв
1254.0,9.271,108.231,44.68,3.421,3.426,406.57,2.443,Фрбв
1254.125,9.276,111.097,44.733,3.307,3.277,405.821,2.387,Фрбв
1254.25,9.244,113.871,44.656,3.112,3.037,410.788,2.351,Фрбв
1254.375,9.176,116.307,44.578,3.178,3.114,414.031,2.304,Фрбв
1254.5,9.188,116.953,44.46,3.252,3.193,411.323,2.315,Фрбв
1254.625,9.213,114.166,44.277,3.37,3.214,408.583,2.269,Фрбв
1254.75,9.215,112.26,44.087,3.463,3.273,400.668,2.262,Фрбв
1254.875,9.229,115.101,43.889,3.434,3.228,400.302,2.333,Фрбв
1255.0,9.292,122.811,43.769,3.189,3.042,403.078,2.359,Фрбв
1255.125,9.366,131.87,43.717,2.912,2.91,398.501,2.371,Фрбв
1255.25,9.399,136.445,43.809,2.713,2.756,382.053,2.321,Фрбв
1255.375,9.27,134.671,43.99,2.869,2.887,355.298,2.274,Фрбв
1255.5,9.172,126.682,44.057,3.526,3.542,326.309,2.275,КЌНщаЮГцФрбв
1255.625,9.091,115.964,44.17,4.254,4.325,311.462,2.315,КЌНщаЮГцФрбв
1255.75,9.062,108.776,44.212,4.696,4.894,301.071,2.352,КЌНщаЮГцФрбв
1255.875,9.093,106.946,44.276,4.977,5.123,296.388,2.367,КЌНщаЮГцФрбв
1256.0,9.163,109.348,44.43,5.017,4.882,296.764,2.391,КЌНщаЮГцФрбв
1256.125,9.25,112.287,44.574,4.36,4.338,311.856,2.43,КЌНщаЮГцФрбв
1256.25,9.353,112.691,44.697,3.825,3.959,331.389,2.514,Фрбв
1256.375,9.467,110.516,44.708,3.423,3.59,349.093,2.558,Фрбв
1256.5,9.472,106.617,44.692,3.09,3.109,360.099,2.492,Фрбв
1256.625,9.402,102.25,44.652,2.812,2.823,376.315,2.491,Фрбв
1256.75,9.316,100.248,44.585,2.64,2.676,383.732,2.507,Фрбв
1256.875,9.178,102.823,44.548,2.569,2.637,383.602,2.466,Фрбв
1257.0,9.172,107.967,44.56,2.566,2.659,378.471,2.367,Фрбв
1257.125,9.18,111.898,44.575,2.651,2.672,371.304,2.325,Фрбв
1257.25,9.179,113.967,44.575,2.696,2.777,370.579,2.324,Фрбв
1257.375,9.169,115.466,44.602,2.854,2.92,370.582,2.306,Фрбв
1257.5,9.193,115.88,44.593,2.984,3.114,368.07,2.33,Фрбв
1257.625,9.261,113.681,44.526,2.928,3.145,362.395,2.351,Фрбв
1257.75,9.311,111.53,44.487,2.89,3.049,358.273,2.378,Фрбв
1257.875,9.228,112.965,44.428,2.815,2.93,360.872,2.42,Фрбв
1258.0,9.136,119.088,44.373,2.686,2.904,365.553,2.465,Фрбв
1258.125,9.072,126.516,44.342,2.694,2.92,369.693,2.548,Фрбв
1258.25,9.035,128.993,44.376,3.024,3.108,374.073,2.584,КЌНщаЮГцФрбв
1258.375,8.936,124.912,44.353,3.344,3.347,379.566,2.499,КЌНщаЮГцФрбв
1258.5,8.887,115.978,44.367,3.538,3.496,389.382,2.432,КЌНщаЮГцФрбв
1258.625,8.857,108.359,44.299,3.69,3.626,398.345,2.424,КЌНщаЮГцФрбв
1258.75,8.84,105.991,44.2,3.586,3.598,396.897,2.422,Фрбв
1258.875,8.851,107.098,44.216,3.269,3.318,396.177,2.376,Фрбв
1259.0,8.869,108.264,44.213,3.061,3.059,394.199,2.34,Фрбв
1259.125,8.878,105.774,44.285,3.133,3.105,382.885,2.355,Фрбв
1259.25,8.881,101.663,44.303,3.114,3.112,377.75,2.339,Фрбв
1259.375,8.856,99.264,44.254,3.041,3.086,371.307,2.295,Фрбв
1259.5,8.85,99.189,44.126,2.984,3.061,364.787,2.296,Фрбв
1259.625,8.844,100.705,44.071,2.841,2.969,359.026,2.295,Фрбв
1259.75,8.846,102.629,43.94,2.719,2.835,360.186,2.315,Фрбв
1259.875,8.856,104.548,43.939,2.637,2.751,365.656,2.351,Фрбв
1260.0,8.857,106.163,44.08,2.517,2.687,356.721,2.341,Фрбв
1260.125,8.853,107.386,44.078,2.576,2.749,349.96,2.36,Фрбв
1260.25,8.85,109.776,44.143,2.997,3.112,339.24,2.389,Фрбв
1260.375,8.849,110.627,44.098,3.585,3.769,322.541,2.36,КЌНщаЮГцФрбв
1260.5,8.847,108.153,44.035,3.844,4.127,316.666,2.343,КЌНщаЮГцФрбв
1260.625,8.838,105.685,43.974,3.997,4.191,313.621,2.374,КЌНщаЮГцФрбв
1260.75,8.823,105.749,43.997,4.298,4.316,306.793,2.474,КЌНщаЮГцФрбв
1260.875,8.793,104.525,43.971,4.437,4.352,310.818,2.537,КЌНщаЮГцФрбв
1261.0,8.791,99.251,43.981,4.273,4.369,326.493,2.497,КЌНщаЮГцФрбв
1261.125,8.796,91.99,43.956,4.007,4.369,338.312,2.476,Фрбв
1261.25,8.805,88.575,43.88,3.74,3.987,346.183,2.468,Фрбв
1261.375,8.817,91.325,43.846,3.362,3.508,355.594,2.476,Фрбв
1261.5,8.815,97.87,43.784,3.018,3.123,375.336,2.482,Фрбв
1261.625,8.814,104.76,43.868,2.805,2.895,392.31,2.463,Фрбв
1261.75,8.814,109.035,43.929,2.752,2.851,394.938,2.502,Фрбв
1261.875,8.819,110.727,43.978,2.878,2.978,394.292,2.458,Фрбв
1262.0,8.816,111.61,44.069,3.005,3.102,405.429,2.401,Фрбв
1262.125,8.786,112.663,43.982,3.085,3.182,410.467,2.378,Фрбв
1262.25,8.748,114.127,43.9,3.103,3.183,406.95,2.314,Фрбв
1262.375,8.743,115.229,43.854,3.177,3.272,401.146,2.307,Фрбв
1262.5,8.772,117.811,43.76,3.187,3.386,398.151,2.331,Фрбв
1262.625,8.814,123.691,43.781,3.234,3.402,399.136,2.329,Фрбв
1262.75,8.834,128.467,43.743,3.154,3.368,398.838,2.343,Фрбв
1262.875,8.848,127.998,43.759,3.091,3.356,395.334,2.326,Фрбв
1263.0,8.851,124.655,43.749,3.018,3.224,392.992,2.33,Фрбв
1263.125,8.856,124.217,43.727,3.005,3.218,391.144,2.338,Фрбв
1263.25,8.865,126.577,43.798,3.052,3.327,387.717,2.347,Фрбв
1263.375,8.867,126.398,43.789,3.041,3.348,385.193,2.341,Фрбв
1263.5,8.861,121.921,43.766,3.119,3.451,383.78,2.337,Фрбв
1263.625,8.855,117.833,43.748,2.972,3.381,380.301,2.32,Фрбв
1263.75,8.853,116.766,43.721,2.849,3.126,379.818,2.304,Фрбв
1263.875,8.858,115.704,43.762,2.731,2.977,380.22,2.291,Фрбв
1264.0,8.859,112.224,43.83,2.601,2.876,375.594,2.282,Фрбв
1264.125,8.855,106.731,43.923,2.547,2.775,368.153,2.311,Фрбв
1264.25,8.847,103.272,43.986,2.778,2.941,362.675,2.343,КЌНщаЮГцФрбв
1264.375,8.835,102.918,43.945,3.354,3.584,352.701,2.375,КЌНщаЮГцФрбв
1264.5,8.842,104.465,43.907,3.685,4.043,348.456,2.35,КЌНщаЮГцФрбв
1264.625,8.858,105.688,43.981,3.717,4.045,354.268,2.303,КЌНщаЮГцФрбв
1264.75,8.878,106.352,43.961,3.544,3.839,358.586,2.242,КЌНщаЮГцФрбв
1264.875,8.871,107.954,43.983,3.259,3.446,361.803,2.263,КЌНщаЮГцФрбв
1265.0,8.85,109.78,44.036,3.041,3.208,365.786,2.379,Фрбв
1265.125,8.834,108.805,43.972,2.825,3.187,366.146,2.389,Фрбв
1265.25,8.831,105.269,43.951,2.782,3.165,360.468,2.36,Фрбв
1265.375,8.834,104.191,43.933,3.089,3.269,350.167,2.357,КЌНщаЮГцФрбв
1265.5,8.824,106.112,43.846,3.826,3.989,346.27,2.343,КЌНщаЮГцФрбв
1265.625,8.816,105.995,43.828,4.074,4.484,348.508,2.362,КЌНщаЮГцФрбв
1265.75,8.818,102.972,43.744,3.934,4.329,358.916,2.422,КЌНщаЮГцФрбв
1265.875,8.854,101.195,43.643,3.921,4.213,359.941,2.406,КЌНщаЮГцФрбв
1266.0,8.872,102.404,43.545,3.858,3.993,354.604,2.398,Фрбв
1266.125,8.886,104.741,43.474,3.392,3.482,363.062,2.494,Фрбв
1266.25,8.898,107.057,43.429,3.043,3.267,376.101,2.536,Фрбв
1266.375,8.915,109.78,43.482,2.98,3.221,373.785,2.472,Фрбв
1266.5,8.918,111.164,43.49,2.998,3.165,376.54,2.431,Фрбв
1266.625,8.922,110.062,43.455,3.028,3.146,383.322,2.438,Фрбв
1266.75,8.925,109.425,43.409,3.026,3.2,391.272,2.404,Фрбв
1266.875,8.924,111.102,43.356,3.195,3.32,377.486,2.373,КЌНщаЮГцФрбв
1267.0,8.917,112.968,43.38,3.556,3.669,364.479,2.38,КЌНщаЮГцФрбв
1267.125,8.909,112.482,43.428,3.713,3.885,355.41,2.404,КЌНщаЮГцФрбв
1267.25,8.905,110.554,43.502,3.572,3.798,352.691,2.378,КЌНщаЮГцФрбв
1267.375,8.907,109.121,43.542,3.426,3.602,354.273,2.385,КЌНщаЮГцФрбв
1267.5,8.891,108.067,43.552,3.181,3.273,359.535,2.405,Фрбв
1267.625,8.862,106.567,43.5,2.773,2.938,366.724,2.414,Фрбв
1267.75,8.841,105.918,43.454,2.669,2.823,370.658,2.474,Фрбв
1267.875,8.847,108.401,43.483,2.866,2.969,361.646,2.474,Фрбв
1268.0,8.864,111.881,43.467,3.033,3.188,351.728,2.426,Фрбв
1268.125,8.874,112.05,43.519,3.139,3.327,361.848,2.398,Фрбв
1268.25,8.881,109.362,43.547,3.167,3.368,375.859,2.364,Фрбв
1268.375,8.898,109.988,43.484,3.11,3.224,376.543,2.358,Фрбв
1268.5,8.893,116.04,43.491,3.005,3.087,382.117,2.391,Фрбв
1268.625,8.88,121.552,43.477,2.916,3.034,391.965,2.414,Фрбв
1268.75,8.867,121.033,43.499,2.761,2.989,390.307,2.372,Фрбв
1268.875,8.871,116.282,43.567,2.736,2.966,396.646,2.341,Фрбв
1269.0,8.872,113.558,43.654,2.813,2.988,390.268,2.375,Фрбв
1269.125,8.86,115.831,43.685,2.76,2.97,380.408,2.366,Фрбв
1269.25,8.836,119.047,43.742,2.735,2.896,377.727,2.308,Фрбв
1269.375,8.799,120.301,43.761,2.989,3.077,372.144,2.348,КЌНщаЮГцФрбв
1269.5,8.804,120.07,43.701,3.391,3.564,361.463,2.353,КЌНщаЮГцФрбв
1269.625,8.824,119.693,43.708,3.419,3.6,362.798,2.316,КЌНщаЮГцФрбв
1269.75,8.853,120.27,43.627,3.386,3.553,374.69,2.358,КЌНщаЮГцФрбв
1269.875,8.89,122.724,43.562,3.4,3.514,373.583,2.346,КЌНщаЮГцФрбв
1270.0,8.888,125.686,43.454,3.269,3.297,367.407,2.361,КЌНщаЮГцФрбв
1270.125,8.875,125.113,43.384,3.167,3.198,357.371,2.389,КЌНщаЮГцФрбв
1270.25,8.861,119.313,43.378,3.315,3.495,349.654,2.434,КЌНщаЮГцФрбв
1270.375,8.851,112.428,43.407,3.432,3.589,390.059,2.419,КЌНщаЮГцФрбв
1270.5,8.849,109.251,43.483,3.302,3.399,405.995,2.371,КЌНщаЮГцФрбв
